store_nbr,item_nbr,date,id,unit_sales,onpromotion,year,month,day,day_of_week,is_weekend,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7,dcoilwtico,dcoilwtico_lag1,is_perishable,is_holiday,transactions,dcoilwtico_rolling7
24,105574,2013-01-22,827199.0,2.0,0,2013,1,22,1,0,4.0,3.0,,7.0,5.627314338711376,96.09,95.61,0,0,2293,95.06714285714284
24,105574,2013-01-23,866631.0,3.0,0,2013,1,23,2,0,2.0,19.0,,6.857142857142857,5.756983337031395,95.06,96.09,0,0,2501,95.47142857142856
24,105574,2013-01-24,,0.0,0,2013,1,24,3,0,3.0,7.0,,4.571428571428571,2.2253945610567456,95.35,95.06,0,0,2275,95.58285714285715
24,105574,2013-01-25,944619.0,3.0,0,2013,1,25,4,0,0.0,8.0,,3.5714285714285716,2.507132682112034,95.15,95.35,0,0,2586,95.56285714285714
24,105574,2013-01-26,985906.0,5.0,0,2013,1,26,5,1,3.0,5.0,,2.857142857142857,1.5735915849388853,95.95,95.15,0,0,2358,95.49714285714286
24,105574,2013-01-27,1028560.0,8.0,0,2013,1,27,6,1,5.0,3.0,,2.857142857142857,1.5735915849388853,95.95,95.95,0,0,1813,95.54571428571428
24,105574,2013-01-28,1070112.0,3.0,0,2013,1,28,0,0,8.0,4.0,,3.5714285714285716,2.507132682112034,95.95,95.95,0,0,2379,95.59428571428573
24,105574,2013-01-29,1109714.0,4.0,0,2013,1,29,1,0,3.0,2.0,,3.4285714285714284,2.507132682112034,97.62,95.95,0,0,2261,95.64285714285714
24,105574,2013-01-30,1149321.0,1.0,0,2013,1,30,2,0,4.0,3.0,,3.7142857142857144,2.429971585175822,97.98,97.62,0,0,2480,95.86142857142856
24,105574,2013-01-31,1189067.0,1.0,0,2013,1,31,3,0,1.0,0.0,,3.4285714285714284,2.636736799982309,97.65,97.98,0,0,2316,96.27857142857142
24,105574,2013-02-01,1229986.0,6.0,0,2013,2,1,4,0,1.0,3.0,12.0,3.5714285714285716,2.439750182371332,97.46,97.65,0,0,2562,96.60714285714288
24,105574,2013-02-02,1273695.0,7.0,0,2013,2,2,5,1,6.0,5.0,1.0,4.0,2.5819888974716094,96.21,97.46,0,0,2758,96.93714285714285
24,105574,2013-02-03,1317962.0,9.0,0,2013,2,3,6,1,7.0,8.0,3.0,4.285714285714286,2.811540841738191,96.21,96.21,0,0,2019,96.97428571428573
24,105574,2013-02-04,1361053.0,3.0,0,2013,2,4,0,0,9.0,3.0,4.0,4.428571428571429,3.0472470011002186,96.21,96.21,0,0,2308,97.01142857142857
24,105574,2013-02-05,,0.0,0,2013,2,5,1,0,3.0,4.0,7.0,4.428571428571429,3.0472470011002186,96.68,96.21,0,0,2425,97.04857142857142
24,105574,2013-02-06,1443452.0,3.0,0,2013,2,6,2,0,0.0,1.0,3.0,3.857142857142857,3.484660262185847,96.44,96.68,0,0,2532,96.91428571428573
24,105574,2013-02-07,1484057.0,4.0,0,2013,2,7,3,0,3.0,1.0,3.0,4.142857142857143,3.2877840272018783,95.84,96.44,0,0,2292,96.69428571428571
24,105574,2013-02-08,1524905.0,9.0,0,2013,2,8,4,0,4.0,6.0,7.0,4.571428571428571,2.9920529661723805,95.71,95.84,0,0,2721,96.43571428571428
24,105574,2013-02-09,1567294.0,7.0,0,2013,2,9,5,1,9.0,7.0,3.0,5.0,3.4156502553198638,97.01,95.71,0,0,2460,96.18571428571428
24,105574,2013-02-10,,0.0,0,2013,2,10,6,1,7.0,9.0,6.0,5.0,3.4156502553198638,97.01,97.01,0,0,1519,96.3
24,105574,2013-02-11,,0.0,0,2013,2,11,0,0,0.0,3.0,7.0,3.7142857142857144,3.3523268393901025,97.01,97.01,0,1,1456,96.41428571428573
24,105574,2013-02-12,,0.0,0,2013,2,12,1,0,0.0,0.0,1.0,3.2857142857142856,3.6384193323605842,97.48,97.01,0,1,1677,96.52857142857144
24,105574,2013-02-13,1728411.0,8.0,0,2013,2,13,2,0,0.0,3.0,2.0,3.2857142857142856,3.6384193323605842,97.03,97.48,0,0,2787,96.64285714285714
24,105574,2013-02-14,1769551.0,2.0,0,2013,2,14,3,0,8.0,4.0,3.0,4.0,4.04145188432738,97.3,97.03,0,0,2932,96.72714285714287
24,105574,2013-02-15,1810118.0,6.0,0,2013,2,15,4,0,2.0,9.0,19.0,3.7142857142857144,4.111540089159036,95.95,97.3,0,0,2603,96.93571428571428
24,105574,2013-02-16,1852513.0,4.0,0,2013,2,16,5,1,6.0,7.0,7.0,3.2857142857142856,3.5923198500080558,95.95,95.95,0,0,2598,96.97
24,105574,2013-02-17,1895436.0,2.0,0,2013,2,17,6,1,4.0,0.0,8.0,2.857142857142857,3.236694374850748,95.95,95.95,0,0,1658,96.81857142857143
24,105574,2013-02-18,1937146.0,3.0,0,2013,2,18,0,0,2.0,0.0,5.0,3.142857142857143,3.0237157840738176,95.95,95.95,0,0,2494,96.66714285714285
24,105574,2013-02-19,1978085.0,9.0,0,2013,2,19,1,0,3.0,0.0,3.0,3.5714285714285716,2.6992062325273105,96.69,95.95,0,0,2343,96.51571428571428
24,105574,2013-02-20,2018753.0,12.0,0,2013,2,20,2,0,9.0,8.0,4.0,4.857142857142857,2.8535691936340215,94.92,96.69,0,0,2677,96.40285714285713
24,105574,2013-02-21,2059379.0,3.0,0,2013,2,21,3,0,12.0,2.0,2.0,5.428571428571429,3.8234863173611053,92.79,94.92,0,0,2362,96.10142857142857
24,105574,2013-02-22,,0.0,0,2013,2,22,4,0,3.0,6.0,3.0,5.571428571428571,3.6903993847614363,93.12,92.79,0,0,2302,95.45714285714287
24,105574,2013-02-23,2141528.0,3.0,0,2013,2,23,5,1,0.0,4.0,0.0,4.714285714285714,4.231401884099628,92.74,93.12,0,0,2731,95.05285714285715
24,105574,2013-02-24,2184860.0,8.0,0,2013,2,24,6,1,3.0,2.0,3.0,4.571428571428571,4.276179870598788,92.74,92.74,0,0,1901,94.5942857142857
24,105574,2013-02-25,2227233.0,4.0,0,2013,2,25,0,0,8.0,3.0,5.0,5.428571428571429,4.276179870598786,92.74,92.74,0,0,2345,94.13571428571429
24,105574,2013-02-26,2268070.0,5.0,0,2013,2,26,1,0,4.0,9.0,8.0,5.571428571428571,4.197504927816951,92.63,92.74,0,0,2281,93.67714285714285
24,105574,2013-02-27,2308585.0,5.0,0,2013,2,27,2,0,5.0,12.0,3.0,5.0,3.9157800414902404,92.84,92.63,0,0,2549,93.09714285714287
24,105574,2013-02-28,,0.0,0,2013,2,28,3,0,5.0,3.0,4.0,4.0,2.449489742783176,92.03,92.84,0,0,2426,92.79999999999998
24,105574,2013-03-01,2390815.0,8.0,0,2013,3,1,4,0,0.0,0.0,1.0,3.5714285714285716,2.8784916685156974,90.71,92.03,0,0,2786,92.69142857142857
24,105574,2013-03-02,2435397.0,11.0,0,2013,3,2,5,1,8.0,3.0,1.0,4.714285714285714,2.811540841738189,90.13,90.71,0,1,2538,92.34714285714286
24,105574,2013-03-03,2480417.0,3.0,0,2013,3,3,6,1,11.0,8.0,6.0,5.857142857142857,3.532165125838604,90.13,90.13,0,0,1984,91.9742857142857
24,105574,2013-03-04,,0.0,0,2013,3,4,0,0,3.0,4.0,7.0,5.142857142857143,3.5321651258386053,90.13,90.13,0,0,2392,91.60142857142856
24,105574,2013-03-05,2566767.0,2.0,0,2013,3,5,1,0,0.0,5.0,9.0,4.571428571428571,4.035556254807293,90.88,90.13,0,0,2488,91.22857142857141
24,105574,2013-03-06,2608657.0,1.0,0,2013,3,6,2,0,2.0,5.0,3.0,4.142857142857143,4.140393356054124,90.47,90.88,0,0,2587,90.97857142857141
24,105574,2013-03-07,2650122.0,7.0,0,2013,3,7,3,0,1.0,0.0,0.0,3.5714285714285716,4.2761798705987895,91.53,90.47,0,0,2445,90.64
24,105574,2013-03-08,2690932.0,10.0,0,2013,3,8,4,0,7.0,8.0,3.0,4.571428571428571,4.1173269183271,92.01,91.53,0,0,2721,90.56857142857142
24,105574,2013-03-09,2733559.0,1.0,0,2013,3,9,5,1,10.0,11.0,4.0,4.857142857142857,4.450789122113492,92.07,92.01,0,0,2530,90.75428571428571
24,105574,2013-03-10,2777572.0,2.0,0,2013,3,10,6,1,1.0,3.0,9.0,3.4285714285714284,3.6903993847614402,92.07,92.07,0,0,1950,91.03142857142858
24,105574,2013-03-11,2820240.0,1.0,0,2013,3,11,0,0,2.0,0.0,7.0,3.2857142857142856,3.7289089429432174,92.07,92.07,0,0,2477,91.30857142857144
24,105574,2013-03-12,2861215.0,4.0,0,2013,3,12,1,0,1.0,2.0,0.0,3.4285714285714284,3.598941643369749,92.44,92.07,0,0,2167,91.58571428571429
24,105574,2013-03-13,2901393.0,3.0,0,2013,3,13,2,0,4.0,1.0,0.0,3.7142857142857144,3.545621041711672,92.47,92.44,0,0,2711,91.80857142857144
24,105574,2013-03-14,,0.0,0,2013,3,14,3,0,3.0,7.0,0.0,4.0,3.3665016461206907,93.03,92.47,0,0,2286,92.0942857142857
24,105574,2013-03-15,2981577.0,7.0,0,2013,3,15,4,0,0.0,10.0,8.0,3.0,3.366501646120693,93.49,93.03,0,0,2728,92.30857142857144
24,105574,2013-03-16,3025007.0,5.0,0,2013,3,16,5,1,7.0,1.0,2.0,2.5714285714285716,2.3704530408864093,93.71,93.49,0,0,2593,92.52
24,105574,2013-03-17,3070471.0,2.0,0,2013,3,17,6,1,5.0,2.0,6.0,3.142857142857143,2.410295378065479,93.71,93.71,0,0,2038,92.75428571428571
24,105574,2013-03-18,3114527.0,5.0,0,2013,3,18,0,0,2.0,1.0,4.0,3.142857142857143,2.410295378065479,93.71,93.71,0,0,2507,92.98857142857143
24,105574,2013-03-19,3156764.0,4.0,0,2013,3,19,1,0,5.0,4.0,2.0,3.7142857142857144,2.2886885410853157,92.44,93.71,0,0,2351,93.22285714285714
24,105574,2013-03-20,3198814.0,6.0,0,2013,3,20,2,0,4.0,3.0,3.0,3.7142857142857144,2.2886885410853157,93.21,92.44,0,0,2769,93.22285714285714
24,105574,2013-03-21,3240828.0,1.0,0,2013,3,21,3,0,6.0,0.0,9.0,4.142857142857143,2.410295378065476,92.46,93.21,0,0,2435,93.32857142857142
24,105574,2013-03-22,3281990.0,6.0,0,2013,3,22,4,0,1.0,7.0,12.0,4.285714285714286,2.1380899352993916,93.41,92.46,0,0,2587,93.24714285714286
24,105574,2013-03-23,3325703.0,4.0,0,2013,3,23,5,1,6.0,5.0,3.0,4.142857142857143,1.951800145897063,94.55,93.41,0,0,2488,93.23571428571428
24,105574,2013-03-24,3370269.0,4.0,0,2013,3,24,6,1,4.0,2.0,0.0,4.0,1.9148542155126733,94.55,94.55,0,0,2068,93.35571428571428
24,105574,2013-03-25,3413591.0,2.0,0,2013,3,25,0,0,4.0,5.0,3.0,4.285714285714286,1.7043362064926888,94.55,94.55,0,0,2505,93.47571428571428
24,105574,2013-03-26,3455316.0,4.0,0,2013,3,26,1,0,2.0,4.0,8.0,3.857142857142857,1.8644544714716065,95.99,94.55,0,0,2311,93.59571428571428
24,105574,2013-03-27,3496504.0,9.0,0,2013,3,27,2,0,4.0,6.0,4.0,3.857142857142857,1.8644544714716065,96.53,95.99,0,0,2543,94.10285714285713
24,105574,2013-03-28,3538522.0,7.0,0,2013,3,28,3,0,9.0,1.0,5.0,4.285714285714286,2.627691364061215,97.24,96.53,0,0,2645,94.57714285714285
24,105574,2013-03-29,3580802.0,1.0,0,2013,3,29,4,0,7.0,6.0,5.0,5.142857142857143,2.3401261667248727,97.24,97.24,0,0,1803,95.25999999999999
24,105574,2013-03-30,,0.0,0,2013,3,30,5,1,1.0,4.0,0.0,4.428571428571429,2.760262237369414,97.1,97.24,0,0,2112,95.80714285714285
24,105574,2013-03-31,3669216.0,3.0,0,2013,3,31,6,1,0.0,4.0,8.0,3.857142857142857,3.236694374850747,97.1,97.1,0,0,1724,96.17142857142856
24,105574,2013-04-01,3713322.0,9.0,0,2013,4,1,0,0,3.0,2.0,11.0,3.7142857142857144,3.251373336211725,97.1,97.1,0,1,2575,96.53571428571429
24,105574,2013-04-02,3757008.0,5.0,0,2013,4,2,1,0,9.0,4.0,3.0,4.714285714285714,3.6839419880650333,97.23,97.1,0,0,2444,96.89999999999999
24,105574,2013-04-03,3800439.0,6.0,0,2013,4,3,2,0,5.0,9.0,0.0,4.857142857142857,3.670993118515813,95.02,97.23,0,0,2719,97.07714285714285
24,105574,2013-04-04,3842931.0,3.0,0,2013,4,4,3,0,6.0,7.0,2.0,4.428571428571429,3.2586880211286875,93.26,95.02,0,0,2320,96.86142857142856
24,105574,2013-04-05,3885176.0,1.0,0,2013,4,5,4,0,3.0,1.0,1.0,3.857142857142857,3.0783421635988533,92.76,93.26,0,0,2553,96.29285714285716
24,105574,2013-04-06,3929258.0,6.0,0,2013,4,6,5,1,1.0,0.0,7.0,3.857142857142857,3.0783421635988533,93.36,92.76,0,0,2504,95.65285714285714
24,105574,2013-04-07,3974322.0,6.0,0,2013,4,7,6,1,6.0,3.0,10.0,4.714285714285714,2.627691364061214,93.36,93.36,0,0,1936,95.11857142857143
24,105574,2013-04-08,4018218.0,7.0,0,2013,4,8,0,0,6.0,9.0,1.0,5.142857142857143,2.544836041121402,93.36,93.36,0,0,2475,94.5842857142857
24,105574,2013-04-09,4060150.0,3.0,0,2013,4,9,1,0,7.0,5.0,2.0,4.857142857142857,2.11570094204981,94.18,93.36,0,0,2312,94.05
24,105574,2013-04-10,4101950.0,5.0,0,2013,4,10,2,0,3.0,6.0,1.0,4.571428571428571,2.225394561056743,94.59,94.18,0,0,2498,93.61428571428573
24,105574,2013-04-11,4143311.0,4.0,0,2013,4,11,3,0,5.0,3.0,4.0,4.428571428571429,2.149196970742236,93.44,94.59,0,0,2365,93.55285714285715
24,105574,2013-04-12,4184902.0,3.0,0,2013,4,12,4,0,4.0,1.0,3.0,4.571428571428571,2.070196678027058,91.23,93.44,0,1,2523,93.57857142857142
24,105574,2013-04-13,4228561.0,7.0,0,2013,4,13,5,1,3.0,6.0,0.0,4.857142857142857,1.5735915849388786,88.75,91.23,0,0,2467,93.36
24,105574,2013-04-14,4273243.0,1.0,0,2013,4,14,6,1,7.0,6.0,7.0,5.0,1.7320508075688696,88.75,88.75,0,1,1932,92.70142857142856
24,105574,2013-04-15,,0.0,0,2013,4,15,0,0,1.0,7.0,5.0,4.285714285714286,2.21466970556828,88.75,88.75,0,0,2478,92.04285714285713
24,105574,2013-04-16,4359424.0,9.0,0,2013,4,16,1,0,0.0,3.0,2.0,3.2857142857142856,2.360387377408331,88.73,88.75,0,0,2367,91.38428571428572
24,105574,2013-04-17,4401742.0,12.0,0,2013,4,17,2,0,9.0,5.0,5.0,4.142857142857143,3.1847852585154204,86.65,88.73,0,0,2650,90.60571428571428
24,105574,2013-04-18,4443287.0,10.0,0,2013,4,18,3,0,12.0,4.0,4.0,5.142857142857143,4.375255094603869,87.83,86.65,0,0,2226,89.47142857142856
24,105574,2013-04-19,4484407.0,1.0,0,2013,4,19,4,0,10.0,3.0,6.0,6.0,4.6904157598234235,88.04,87.83,0,0,2544,88.67
24,105574,2013-04-20,4527716.0,11.0,0,2013,4,20,5,1,1.0,7.0,1.0,5.714285714285714,4.956957592256416,88.81,88.04,0,0,2621,88.21428571428571
24,105574,2013-04-21,4572300.0,10.0,0,2013,4,21,6,1,11.0,1.0,6.0,6.285714285714286,5.345224838248482,88.81,88.81,0,1,1891,88.22285714285715
24,105574,2013-04-22,4616030.0,4.0,0,2013,4,22,0,0,10.0,0.0,4.0,7.571428571428571,4.928053803045803,88.81,88.81,0,0,2334,88.23142857142857
24,105574,2013-04-23,,0.0,0,2013,4,23,1,0,4.0,9.0,4.0,8.142857142857142,4.059087394500194,89.21,88.81,0,0,2317,88.24000000000001
24,105574,2013-04-24,4699494.0,13.0,0,2013,4,24,2,0,0.0,12.0,2.0,6.857142857142857,5.047394424471939,91.07,89.21,0,0,2446,88.30857142857143
24,105574,2013-04-25,4740542.0,1.0,0,2013,4,25,3,0,13.0,10.0,4.0,7.0,5.228129047119368,93.27,91.07,0,0,2286,88.94000000000001
24,105574,2013-04-26,4781435.0,3.0,0,2013,4,26,4,0,1.0,1.0,9.0,5.714285714285714,5.4685246552211755,92.63,93.27,0,0,2530,89.71714285714286
24,105574,2013-04-27,4824556.0,7.0,0,2013,4,27,5,1,3.0,11.0,7.0,6.0,5.228129047119371,94.09,92.63,0,0,2310,90.37285714285714
24,105574,2013-04-28,4869170.0,6.0,0,2013,4,28,6,1,7.0,10.0,1.0,5.428571428571429,4.790864322059322,94.09,94.09,0,0,1820,91.12714285714286
24,105574,2013-04-29,4912719.0,6.0,0,2013,4,29,0,0,6.0,4.0,0.0,4.857142857142857,4.3752550946038715,94.09,94.09,0,1,2359,91.88142857142857
24,105574,2013-04-30,4954769.0,4.0,0,2013,4,30,1,0,6.0,0.0,3.0,5.142857142857143,4.375255094603871,93.22,94.09,0,0,2296,92.63571428571427
24,105574,2013-05-01,4997977.0,10.0,0,2013,5,1,2,0,4.0,13.0,9.0,5.714285714285714,3.8172540616821067,90.74,93.22,0,1,2378,93.20857142857143
24,105574,2013-05-02,5042761.0,2.0,0,2013,5,2,3,0,10.0,1.0,5.0,5.285714285714286,2.9277002188455965,93.7,90.74,0,0,2379,93.16142857142857
24,105574,2013-05-03,5085719.0,7.0,0,2013,5,3,4,0,2.0,3.0,6.0,5.428571428571429,2.699206232527308,95.25,93.7,0,0,2527,93.22285714285714
24,105574,2013-05-04,5130247.0,5.0,0,2013,5,4,5,1,7.0,7.0,3.0,6.0,2.5166114784235756,95.8,95.25,0,0,2570,93.59714285714286
24,105574,2013-05-05,5176071.0,6.0,0,2013,5,5,6,1,5.0,6.0,1.0,5.714285714285714,2.497617912751109,95.8,95.8,0,0,2062,93.84142857142857
24,105574,2013-05-06,5220985.0,5.0,0,2013,5,6,0,0,6.0,6.0,6.0,5.714285714285714,2.497617912751109,95.8,95.8,0,0,2353,94.08571428571429
24,105574,2013-05-07,5263563.0,5.0,0,2013,5,7,1,0,5.0,4.0,6.0,5.571428571428571,2.507132682112029,95.28,95.8,0,0,2355,94.33
24,105574,2013-05-08,5305744.0,13.0,0,2013,5,8,2,0,5.0,10.0,7.0,5.714285714285714,2.4299715851758172,96.24,95.28,0,0,2562,94.62428571428572
24,105574,2013-05-09,5347617.0,3.0,0,2013,5,9,3,0,13.0,2.0,3.0,6.142857142857143,3.387652649872834,96.09,96.24,0,0,2322,95.41
24,105574,2013-05-10,5390312.0,3.0,0,2013,5,10,4,0,3.0,7.0,5.0,6.285714285714286,3.199702367110915,95.81,96.09,0,0,2757,95.75142857142858
24,105574,2013-05-11,5435401.0,1.0,0,2013,5,11,5,1,3.0,5.0,4.0,5.714285714285714,3.4016802570830404,94.76,95.81,0,1,3075,95.83142857142857
24,105574,2013-05-12,5481048.0,6.0,0,2013,5,12,6,1,1.0,6.0,3.0,5.142857142857143,3.848314411469493,94.76,94.76,0,1,1886,95.68285714285715
24,105574,2013-05-13,5525368.0,7.0,0,2013,5,13,0,0,6.0,5.0,7.0,5.142857142857143,3.848314411469493,94.76,94.76,0,0,2334,95.53428571428572
24,105574,2013-05-14,5568376.0,6.0,0,2013,5,14,1,0,7.0,5.0,1.0,5.428571428571429,3.9096949095439992,93.96,94.76,0,0,2327,95.38571428571429
24,105574,2013-05-15,5611232.0,9.0,0,2013,5,15,2,0,6.0,13.0,0.0,5.571428571428571,3.909694909543999,93.95,93.96,0,0,2608,95.19714285714285
24,105574,2013-05-16,5654358.0,12.0,0,2013,5,16,3,0,9.0,3.0,9.0,5.0,2.768874620972689,94.85,93.95,0,0,2246,94.86999999999999
24,105574,2013-05-17,5697274.0,6.0,0,2013,5,17,4,0,12.0,3.0,12.0,6.285714285714286,3.638419332360578,95.72,94.85,0,0,2540,94.69285714285715
24,105574,2013-05-18,5742156.0,3.0,0,2013,5,18,5,1,6.0,1.0,10.0,6.714285714285714,3.352326839390095,96.29,95.72,0,0,2713,94.67999999999999
24,105574,2013-05-19,5788613.0,2.0,0,2013,5,19,6,1,3.0,6.0,1.0,7.0,2.828427124746179,96.29,96.29,0,0,1966,94.89857142857143
24,105574,2013-05-20,5834076.0,9.0,0,2013,5,20,0,0,2.0,7.0,11.0,6.428571428571429,3.40867241298538,96.29,96.29,0,0,2414,95.11714285714287
24,105574,2013-05-21,5877105.0,9.0,0,2013,5,21,1,0,9.0,6.0,10.0,6.714285714285714,3.545621041711666,95.55,96.29,0,0,2332,95.33571428571429
24,105574,2013-05-22,5919791.0,6.0,0,2013,5,22,2,0,9.0,9.0,4.0,7.142857142857143,3.6253078686998537,93.98,95.55,0,0,2546,95.56285714285715
24,105574,2013-05-23,5962215.0,3.0,0,2013,5,23,3,0,6.0,12.0,0.0,6.714285714285714,3.5456210417116654,94.12,93.98,0,0,2201,95.56714285714284
24,105574,2013-05-24,6005413.0,5.0,0,2013,5,24,4,0,3.0,6.0,13.0,5.428571428571429,2.878491668515693,93.84,94.12,0,1,2145,95.46285714285715
24,105574,2013-05-25,6051701.0,4.0,0,2013,5,25,5,1,5.0,3.0,1.0,5.285714285714286,2.8702082220799268,93.84,93.84,0,0,2130,95.19428571428571
24,105574,2013-05-26,6096988.0,4.0,0,2013,5,26,6,1,4.0,2.0,3.0,5.428571428571429,2.760262237369412,93.84,93.84,0,0,1913,94.84428571428573
24,105574,2013-05-27,6142081.0,6.0,0,2013,5,27,0,0,4.0,9.0,7.0,5.714285714285714,2.4299715851758172,93.84,93.84,0,0,2351,94.49428571428572
24,105574,2013-05-28,6184860.0,2.0,0,2013,5,28,1,0,6.0,9.0,6.0,5.285714285714286,1.9760470401187018,94.65,93.84,0,0,2293,94.14428571428572
24,105574,2013-05-29,,0.0,0,2013,5,29,2,0,2.0,6.0,6.0,4.285714285714286,1.4960264830861905,93.13,94.65,0,0,2642,94.01571428571431
24,105574,2013-05-30,6271065.0,2.0,0,2013,5,30,3,0,0.0,3.0,4.0,3.4285714285714284,1.9880595947760138,93.57,93.13,0,0,2506,93.89428571428573
24,105574,2013-05-31,6314370.0,8.0,0,2013,5,31,4,0,2.0,5.0,10.0,3.2857142857142856,2.0586634591635558,91.93,93.57,0,0,2565,93.8157142857143
24,105574,2013-06-01,6360163.0,15.0,0,2013,6,1,5,1,8.0,4.0,2.0,3.7142857142857144,2.690370836538199,93.41,91.93,0,0,2837,93.54285714285716
24,105574,2013-06-02,,0.0,0,2013,6,2,6,1,15.0,4.0,7.0,5.285714285714286,5.056820005836528,93.41,93.41,0,0,2210,93.48142857142857
24,105574,2013-06-03,,0.0,0,2013,6,3,0,0,0.0,6.0,5.0,4.714285714285714,5.437961803049793,93.41,93.41,0,0,2503,93.41999999999999
24,105574,2013-06-04,,0.0,0,2013,6,4,1,0,0.0,2.0,6.0,3.857142857142857,5.669467095138409,93.36,93.41,0,0,2384,93.35857142857142
24,105574,2013-06-05,,0.0,0,2013,6,5,2,0,0.0,0.0,5.0,3.5714285714285716,5.826867164470198,93.66,93.36,0,0,2530,93.1742857142857
24,105574,2013-06-06,6590187.0,9.0,0,2013,6,6,3,0,0.0,2.0,5.0,3.5714285714285716,5.826867164470198,94.71,93.66,0,0,2243,93.25
24,105574,2013-06-07,6634265.0,5.0,0,2013,6,7,4,0,9.0,8.0,13.0,4.571428571428571,6.106202935189288,96.11,94.71,0,0,2652,93.41285714285713
24,105574,2013-06-08,,0.0,0,2013,6,8,5,1,5.0,15.0,3.0,4.142857142857143,5.9281411203561225,95.82,96.11,0,0,2343,94.00999999999999
24,105574,2013-06-09,6726626.0,7.0,0,2013,6,9,6,1,0.0,0.0,3.0,2.0,3.605551275463997,95.82,95.82,0,0,2049,94.35428571428572
24,105574,2013-06-10,6772906.0,7.0,0,2013,6,10,0,0,7.0,0.0,1.0,3.0,3.9157800414902475,95.82,95.82,0,0,2367,94.69857142857143
24,105574,2013-06-11,6816528.0,7.0,0,2013,6,11,1,0,7.0,0.0,6.0,4.0,3.915780041490245,95.5,95.82,0,0,2185,95.04285714285713
24,105574,2013-06-12,6859622.0,17.0,0,2013,6,12,2,0,7.0,0.0,7.0,5.0,3.6055512754639873,95.98,95.5,0,0,2556,95.34857142857143
24,105574,2013-06-13,6902704.0,12.0,0,2013,6,13,3,0,17.0,9.0,6.0,7.428571428571429,5.0943479418254185,96.66,95.98,0,0,2333,95.67999999999998
24,105574,2013-06-14,6945810.0,9.0,0,2013,6,14,4,0,12.0,5.0,9.0,7.857142857142857,5.367450401216925,97.83,96.66,0,0,2658,95.95857142857143
